Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2
16:45;Vitesse vs Jong Ajax;Netherlands 2;1.6 (1);56.8;21.5;21.7;1;✅ OBA ZGODNE (1);60.0;25.0;15.0;54.7;19.5;25.8
16:00;Atherstone Town vs Plymouth Parkway;England 7;1.7 (2);22.9;55.9;21.2;2;✅ OBA ZGODNE (2);30.0;10.0;60.0;18.1;28.7;53.2
04:00;Club Xelaju vs Deportivo Malacateco;Guatemala 1;1.53 (1);55.6;29.9;14.5;1;✅ OBA ZGODNE (1);60.0;5.0;35.0;52.7;20.8;26.5
16:00;Bolton Wanderers vs Stockport;England 3;2.05 (1);53.5;18.6;27.8;1;✅ OBA ZGODNE (1);70.0;20.0;10.0;42.5;33.0;24.4
19:30;Pogon Grodzisk Mazowiecki vs Stal Mielec;Poland 2;2.15 (1);53.5;21.3;25.2;1;✅ OBA ZGODNE (1);55.0;25.0;20.0;52.5;25.3;22.2
16:00;Stratford Town vs Kettering Town FC;England 7;1.72 (2);22.1;51.7;26.2;2;✅ OBA ZGODNE (2);30.0;30.0;40.0;16.9;23.6;59.5
19:00;FC Porto B vs Chaves;Portugal 2;2.6 (1);51.1;28.8;20.2;1;✅ OBA ZGODNE (1);50.0;15.0;35.0;51.8;23.6;24.7
16:00;Uxbridge vs Hanwell Town;England 7;1.95 (1);50.7;20.9;28.4;1;✅ OBA ZGODNE (1);55.0;30.0;15.0;47.8;27.4;24.8
16:45;Cambuur vs FC Dordrecht;Netherlands 2;1.72 (1);50.2;14.9;35.0;1;✅ OBA ZGODNE (1);45.0;45.0;10.0;53.6;28.3;18.1
14:30;Casarano vs Potenza;Italy 3;1.8 (1);49.9;16.0;34.2;1;✅ OBA ZGODNE (1);50.0;35.0;15.0;49.8;33.6;16.6
14:30;Audace Cerignola vs Latina;Italy 3;1.9 (1);48.4;23.4;28.2;1;✅ OBA ZGODNE (1);40.0;35.0;25.0;54.0;23.7;22.3
15:00;Lecce vs Atalanta;European Championship U-21 1;1.75 (2);26.3;47.8;25.9;2;⚠️ RÓŻNICA (KNN:1 XGB:2);35.0;30.0;35.0;20.5;23.1;56.4
16:00;Derby County vs Stoke City;England 2;1.9 (1);45.3;24.9;29.8;1;✅ OBA ZGODNE (1);35.0;35.0;30.0;52.2;26.3;21.5
21:00;Hull City vs Coventry City;England 2;1.9 (2);23.8;45.2;31.0;2;⚠️ RÓŻNICA (KNN:X XGB:2);20.0;40.0;40.0;26.4;25.0;48.6
15:30;Caersws vs Penrhyncoch FC;Wales 2;1.8 (1);44.9;27.6;27.5;1;✅ OBA ZGODNE (1);40.0;30.0;30.0;48.1;25.9;26.0
16:00;Curzon vs Southport;England 6;2.15 (2);24.4;44.3;31.3;2;✅ OBA ZGODNE (2);25.0;30.0;45.0;24.0;32.2;43.8
16:00;Solihull Moors vs Boreham Wood;England 5;1.9 (2);20.3;43.8;35.9;2;✅ OBA ZGODNE (2);15.0;40.0;45.0;23.8;33.2;43.0
17:15;Sampdoria vs Empoli;Italy 2;2.3 (1);43.3;35.1;21.6;1;✅ OBA ZGODNE (1);50.0;15.0;35.0;38.8;26.0;35.2
16:45;Roda JC Kerkrade vs Willem II;Netherlands 2;2.75 (2);43.3;33.8;22.9;1;✅ OBA ZGODNE (1);50.0;10.0;40.0;38.8;31.5;29.7
16:00;Leyton Orient vs Huddersfield Town;England 3;2.9 (1);26.9;41.1;32.0;2;✅ OBA ZGODNE (2);30.0;30.0;40.0;24.8;33.3;41.9
20:45;Le Mans vs Pau;France 2;1.9 (1);40.9;28.9;30.2;1;⚠️ RÓŻNICA (KNN:X XGB:1);30.0;35.0;35.0;48.1;27.0;24.9
16:00;Bristol City vs Sheffield United;England 2;2.4 (2);27.7;32.0;40.3;X;✅ OBA ZGODNE (X);30.0;40.0;30.0;26.2;40.5;33.3
12:15;Helmond Sport vs RKC Waalwijk;Netherlands 2;2.0 (2);32.1;40.1;27.8;2;⚠️ RÓŻNICA (KNN:1 XGB:2);40.0;25.0;35.0;26.9;29.6;43.5
19:00;Kocaelispor vs Istanbul Basaksehir;Turkey 1;2.5 (2);34.6;38.5;26.8;2;⚠️ RÓŻNICA (KNN:2 XGB:1);35.0;20.0;45.0;34.3;31.4;34.2
16:00;Chippenham Town vs AFC Totton;England 6;2.25 (1);37.5;27.8;34.7;1;⚠️ RÓŻNICA (KNN:X XGB:1);35.0;40.0;25.0;39.2;31.2;29.6
16:00;Reading vs Lincoln;England 3;1.9 (2);29.5;37.5;33.0;2;⚠️ RÓŻNICA (KNN:X XGB:2);30.0;40.0;30.0;29.2;28.3;42.5
16:00;Exeter City vs Doncaster Rovers;England 3;2.4 (2);37.2;31.0;31.8;1;✅ OBA ZGODNE (1);40.0;30.0;30.0;35.3;33.0;31.7
19:30;Hapoel Tel Awiw vs Maccabi Hajfa;Israel 1;2.5 (1);35.1;36.9;28.0;2;⚠️ RÓŻNICA (KNN:1 XGB:2);35.0;30.0;35.0;35.1;26.7;38.2
17:30;Virtus Verona vs Ospitaletto;Italy 3;2.05 (2);33.8;33.4;32.8;1;⚠️ RÓŻNICA (KNN:1 XGB:2);40.0;40.0;20.0;29.6;28.0;42.4
