Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;Lecce vs Atalanta;European Championship U-21 1;1.75 (2);20.5;56.4;23.1;2;;;;2;0:3;WYGRANA;75.0
16:45;Vitesse vs Jong Ajax;Netherlands 2;1.6 (1);54.7;25.8;19.5;1;;;;1;6:1;WYGRANA;60.0
14:30;Audace Cerignola vs Latina;Italy 3;1.9 (1);54.0;22.3;23.7;1;;;;X;1:1;PRZEGRANA;-100.0
16:45;Cambuur vs FC Dordrecht;Netherlands 2;1.72 (1);53.6;18.1;28.3;1;;;;X;1:1;PRZEGRANA;-100.0
16:00;Atherstone Town vs Plymouth Parkway;England 7;1.7 (2);18.1;53.2;28.7;2;;;;2;2:3;WYGRANA;70.0
04:00;Club Xelaju vs Deportivo Malacateco;Guatemala 1;1.53 (1);52.7;26.5;20.8;1;;;;1;1:0;WYGRANA;53.0
19:30;Pogon Grodzisk Mazowiecki vs Stal Mielec;Poland 2;2.15 (1);52.5;22.2;25.3;1;;;;2;1:2;PRZEGRANA;-100.0
16:00;Derby County vs Stoke City;England 2;1.9 (1);52.2;21.5;26.3;1;;;;1;2:0;WYGRANA;90.0
19:00;FC Porto B vs Chaves;Portugal 2;2.6 (1);51.8;24.7;23.6;1;;;;1;3:0;WYGRANA;160.0
14:30;Casarano vs Potenza;Italy 3;1.8 (1);49.8;16.6;33.6;1;;;;1;2:1;WYGRANA;80.0
21:00;Hull City vs Coventry City;England 2;1.9 (2);26.4;48.6;25.0;2;;;;X;0:0;PRZEGRANA;-100.0
15:30;Caersws vs Penrhyncoch FC;Wales 2;1.8 (1);48.1;26.0;25.9;1;;;;2;1:2;PRZEGRANA;-100.0
20:45;Le Mans vs Pau;France 2;1.9 (1);48.1;24.9;27.0;1;;;;1;4:0;WYGRANA;90.0
16:00;Uxbridge vs Hanwell Town;England 7;1.95 (1);47.8;24.8;27.4;1;;;;1;2:0;WYGRANA;95.0
jutro 01:00;Sportivo Trinidense vs Rubio Nu;Paraguay 1;2.1 (1);46.2;23.2;30.6;1;;;;Brak/Odwolany;-;Odwolany;0.0
16:00;Curzon vs Southport;England 6;2.15 (2);24.0;43.8;32.2;2;;;;2;1:3;WYGRANA;115.0
12:15;Helmond Sport vs RKC Waalwijk;Netherlands 2;2.0 (2);26.9;43.5;29.6;2;;;;X;2:2;PRZEGRANA;-100.0
16:00;Solihull Moors vs Boreham Wood;England 5;1.9 (2);23.8;43.0;33.2;2;;;;1;4:1;PRZEGRANA;-100.0
16:00;Bolton Wanderers vs Stockport;England 3;2.05 (1);42.5;24.4;33.0;1;;;;X;2:2;PRZEGRANA;-100.0
16:00;Reading vs Lincoln;England 3;1.9 (2);29.2;42.5;28.3;2;;;;2;1:2;WYGRANA;90.0
17:30;Virtus Verona vs Ospitaletto;Italy 3;2.05 (2);29.6;42.4;28.0;2;;;;X;0:0;PRZEGRANA;-100.0
16:00;Leyton Orient vs Huddersfield Town;England 3;2.9 (1);24.8;41.9;33.3;2;;;;2;1:2;WYGRANA;0.0
16:00;Bristol City vs Sheffield United;England 2;2.4 (2);26.2;33.3;40.5;X;;;;1;1:0;PRZEGRANA;-100.0
16:00;Chippenham Town vs AFC Totton;England 6;2.25 (1);39.2;29.6;31.2;1;;;;1;2:0;WYGRANA;125.0
17:15;Sampdoria vs Empoli;Italy 2;2.3 (1);38.8;35.2;26.0;1;;;;1;1:0;WYGRANA;129.99999999999997
16:45;Roda JC Kerkrade vs Willem II;Netherlands 2;2.75 (2);38.8;29.7;31.5;1;;;;2;0:1;PRZEGRANA;-100.0
19:30;Hapoel Tel Awiw vs Maccabi Hajfa;Israel 1;2.5 (1);35.1;38.2;26.7;2;;;;1;2:0;PRZEGRANA;-100.0
16:00;Exeter City vs Doncaster Rovers;England 3;2.4 (2);35.3;31.7;33.0;1;;;;1;3:0;WYGRANA;0.0
19:00;Kocaelispor vs Istanbul Basaksehir;Turkey 1;2.5 (2);34.3;34.2;31.4;1;;;;X;0:0;PRZEGRANA;-100.0
