Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2
15:55;Al-Nasr Salalah vs Al-Khabourah;Oman 1;1.72 (1);60.0;13.1;26.9;1;✅ OBA ZGODNE (1);55.0;30.0;15.0;63.3;24.9;11.8
15:00;Kelantan United vs Kuala Lumpur FA;Malaysia 1;1.33 (2);13.9;58.9;27.2;2;✅ OBA ZGODNE (2);15.0;20.0;65.0;13.1;32.0;54.9
19:00;Hallescher FC vs VSG Altglienicke;Germany 4;1.66 (1);58.5;20.9;20.5;1;✅ OBA ZGODNE (1);55.0;20.0;25.0;60.9;20.9;18.2
19:30;Bochum II vs Wuppertal;Germany 4;1.75 (1);58.0;15.0;27.0;1;✅ OBA ZGODNE (1);65.0;30.0;5.0;53.3;25.0;21.7
19:00;Atlético Madrid II vs Marbella FC;Spain 3;1.61 (1);57.8;20.4;21.8;1;✅ OBA ZGODNE (1);60.0;15.0;25.0;56.3;26.3;17.4
19:30;SC Team Wiener Linien vs Union Mauer;Austria 3;1.53 (2);23.7;57.8;18.5;2;✅ OBA ZGODNE (2);20.0;15.0;65.0;26.2;20.8;53.0
12:00;Ho Chi Minh City II vs PVF-CAND II;Vietnam 2;1.61 (2);21.1;57.5;21.5;2;✅ OBA ZGODNE (2);20.0;25.0;55.0;21.8;19.1;59.1
20:45;Wexford Youths vs Athlone Town;Ireland 2;1.75 (1);57.2;20.3;22.5;1;✅ OBA ZGODNE (1);60.0;20.0;20.0;55.3;24.2;20.5
16:00;Ludogorets Razgrad II vs Minyor Pernik;Bulgaria 2;1.65 (1);56.6;23.2;20.2;1;✅ OBA ZGODNE (1);55.0;15.0;30.0;57.7;23.6;18.7
17:30;Primorje vs Koper;Slovenia 1;1.8 (2);17.2;56.5;26.4;2;✅ OBA ZGODNE (2);15.0;25.0;60.0;18.6;27.3;54.1
18:00;Amstetten vs SC Bregenz;Austria 2;1.57 (1);55.9;15.4;28.6;1;✅ OBA ZGODNE (1);50.0;35.0;15.0;59.9;24.4;15.7
17:00;Slavia Sofia vs Septemvri Sofia;Bulgaria 1;1.72 (1);55.1;14.4;30.5;1;✅ OBA ZGODNE (1);50.0;40.0;10.0;58.5;24.2;17.3
19:30;Orleans vs Concarneau;France 3;1.8 (1);54.3;18.2;27.5;1;✅ OBA ZGODNE (1);60.0;25.0;15.0;50.5;29.1;20.4
20:45;Hearts B vs Albion Rovers;Scotland 5;1.9 (2);30.2;53.7;16.1;2;✅ OBA ZGODNE (2);15.0;15.0;70.0;40.3;16.8;42.9
19:30;Richards Bay vs Orlando Pirates;South Africa 1;1.4 (2);21.1;53.6;25.3;2;✅ OBA ZGODNE (2);20.0;35.0;45.0;21.9;18.8;59.3
20:00;Lokeren-Temse vs Seraing United;Belgium 2;3.7 (2);52.9;18.1;29.1;1;✅ OBA ZGODNE (1);60.0;25.0;15.0;48.1;31.8;20.1
17:45;Puskas FC Academy vs Gyori ETO;Hungary 1;1.85 (2);26.6;51.2;22.2;2;✅ OBA ZGODNE (2);35.0;25.0;40.0;21.0;20.3;58.6
15:00;Lugazi Municipal vs Entebbe;Uganda 1;2.2 (2);19.1;50.5;30.4;2;✅ OBA ZGODNE (2);20.0;30.0;50.0;18.5;30.6;50.9
13:30;Karvan vs FC Kapaz;Azerbaijan 1;2.0 (2);24.7;50.5;24.9;2;✅ OBA ZGODNE (2);30.0;20.0;50.0;21.1;28.1;50.8
20:30;CD UAI Urquiza vs Brown de Adrogue;Argentina 3;2.6 (1);25.5;50.4;24.1;2;✅ OBA ZGODNE (2);20.0;15.0;65.0;29.2;30.2;40.6
17:00;Al-Smail vs Al-Shabab Club;Oman 1;1.85 (2);23.5;50.1;26.4;2;✅ OBA ZGODNE (2);20.0;25.0;55.0;25.8;27.4;46.9
19:00;Parndorf vs FCM Arkadia Traiskirchen;Austria 3;2.0 (1);49.9;24.2;25.9;1;✅ OBA ZGODNE (1);55.0;20.0;25.0;46.5;29.8;23.7
14:00;Hapoel Kfar Saba vs SC Kfar Kasem;Israel 2;3.3 (2);49.3;25.2;25.6;1;✅ OBA ZGODNE (1);50.0;25.0;25.0;48.8;26.0;25.3
19:30;SV Drochtersen/Assel vs Oldenburg;Germany 4;1.85 (1);48.8;28.1;23.1;1;✅ OBA ZGODNE (1);45.0;20.0;35.0;51.3;25.2;23.5
19:00;Wuerzburger Kickers vs Bayern Munich II;Germany 4;1.66 (1);48.4;22.9;28.7;1;✅ OBA ZGODNE (1);40.0;35.0;25.0;54.0;24.5;21.5
18:00;Pribram vs Hanácká;Czech Republic 2;1.95 (1);47.1;17.9;35.0;1;✅ OBA ZGODNE (1);50.0;40.0;10.0;45.2;31.6;23.2
20:45;Queen's Park vs Ross County;Scotland 2;2.7 (1);31.8;46.9;21.4;2;✅ OBA ZGODNE (2);35.0;15.0;50.0;29.7;25.6;44.8
22:30;Deportivo Pereira vs Once Caldas;Colombia 1;1.8 (2);18.1;46.8;35.1;2;✅ OBA ZGODNE (2);10.0;40.0;50.0;23.5;31.9;44.6
20:30;CS Deportivo Liniers vs Flandria;Argentina 3;2.37 (1);46.3;34.3;19.3;1;✅ OBA ZGODNE (1);50.0;15.0;35.0;43.9;22.2;33.9
19:00;Paris FC vs AS Monaco;France 1;1.95 (2);29.7;44.4;26.0;2;✅ OBA ZGODNE (2);35.0;25.0;40.0;26.1;26.7;47.3
20:30;Odra Opole vs Puszcza Niepołomice;Poland 2;3.0 (2);43.0;39.5;17.5;1;✅ OBA ZGODNE (1);50.0;5.0;45.0;38.3;25.9;35.8
17:00;FK Pohronie vs BanÃ­k Lehota p.VtÃ¡Änikom;Slovakia 2;1.72 (1);42.5;20.8;36.7;1;✅ OBA ZGODNE (1);40.0;30.0;30.0;44.2;41.2;14.6
20:45;Dundalk vs Derry City;Ireland 1;2.5 (1);31.7;42.4;25.9;2;✅ OBA ZGODNE (2);30.0;25.0;45.0;32.9;26.5;40.7
19:30;Oberwart vs SV Leobendorf;Austria 3;3.0 (2);37.7;42.1;20.1;2;⚠️ RÓŻNICA (KNN:1 XGB:2);45.0;20.0;35.0;32.9;20.2;46.9
19:00;Treibach vs Velden;Austria 3;2.2 (2);41.8;32.7;25.5;1;✅ OBA ZGODNE (1);45.0;25.0;30.0;39.6;25.9;34.5
14:00;Hapoel Rishon LeZion vs Hapoel Ironi Akko;Israel 2;2.1 (1);41.8;21.3;36.9;1;⚠️ RÓŻNICA (KNN:X XGB:1);35.0;40.0;25.0;46.4;34.9;18.8
jutro 01:00;Cerro Largo vs Cerro;Uruguay 1;2.25 (1);40.6;30.4;29.1;1;✅ OBA ZGODNE (1);45.0;20.0;35.0;37.6;35.1;27.3
jutro 01:30;Sportivo San Lorenzo vs Guarani;Paraguay 1;2.0 (2);32.7;40.5;26.7;2;✅ OBA ZGODNE (2);35.0;25.0;40.0;31.2;27.9;40.9
12:00;Spartak Varna vs Dobrudzha Dobrich;Bulgaria 1;2.2 (2);33.9;39.9;26.3;2;⚠️ RÓŻNICA (KNN:1 XGB:2);40.0;25.0;35.0;29.8;27.2;43.1
16:00;Gabès vs Ben Guerdane;Tunisia 1;2.3 (1);38.4;33.0;28.5;1;⚠️ RÓŻNICA (KNN:2 XGB:1);35.0;25.0;40.0;40.7;30.8;28.4
18:30;Karlsruher SC vs Arminia Bielefeld;Germany 2;3.2 (1);30.8;38.2;30.9;2;⚠️ RÓŻNICA (KNN:X XGB:2);30.0;35.0;35.0;31.4;28.2;40.4
12:00;Prospect United vs Inter Lions FC;Australia 3;2.4 (1);37.4;35.2;27.3;1;⚠️ RÓŻNICA (KNN:1 XGB:2);45.0;20.0;35.0;32.4;32.2;35.4
19:00;Magdeburg II vs ZFC Meuselwitz;Germany 4;3.3 (2);35.6;27.1;37.4;X;⚠️ RÓŻNICA (KNN:X XGB:1);25.0;45.0;30.0;42.6;32.3;25.1
20:45;Finn Harps vs Cobh Ramblers;Ireland 2;2.62 (1);37.1;36.5;26.4;1;✅ OBA ZGODNE (1);35.0;30.0;35.0;38.5;24.0;37.5
19:30;Stade Briochin vs Villefranche Beaujolais;France 3;3.0 (2);31.3;31.7;37.0;X;⚠️ RÓŻNICA (KNN:1 XGB:X);35.0;35.0;30.0;28.9;38.3;32.8
23:15;2 de Mayo vs Sportivo Ameliano;Paraguay 1;2.4 (2);32.8;36.3;31.0;2;⚠️ RÓŻNICA (KNN:X XGB:2);30.0;35.0;35.0;34.6;28.3;37.1
20:45;Colchester United vs Swindon Town;England 4;2.9 (2);35.8;36.0;28.1;2;⚠️ RÓŻNICA (KNN:1 XGB:2);35.0;30.0;35.0;36.4;26.9;36.6
