Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
18:00;Siroki Brijeg vs Rudar Prijedor;Bosnia-Herzegovina 1;1.75 (1);35.0;40.0;25.0;2;2;0:1;WYGRANA;0.0
20:00;Genk U23 vs Jong Gent;Belgium 2;2.15 (1);40.0;20.0;40.0;1;X;1:1;PRZEGRANA;-100.0
20:00;Montpellier vs Grenoble;France 2;1.7 (1);35.0;40.0;25.0;2;1;2:1;PRZEGRANA;-100.0
19:00;SC Weiz vs Wolfsberger AC (A);Austria 3;1.95 (1);40.0;15.0;45.0;X;1;2:1;PRZEGRANA;-100.0
18:00;Chrobry Głogów vs Stal Mielec;Poland 2;2.62 (2);25.0;40.0;35.0;2;1;2:1;PRZEGRANA;-100.0
20:00;FC Oss vs FC Den Bosch;Netherlands 2;2.3 (2);35.0;35.0;30.0;1;1;4:2;WYGRANA;0.0
20:00;Everton Academy vs Ipswich Town U21;England Reserve 1;2.62 (2);35.0;25.0;40.0;X;1;8:4;PRZEGRANA;-100.0
17:00;Lokomotiv G. Oryahovitsa vs Yantra;Bulgaria 2;2.15 (2);35.0;35.0;30.0;1;X;2:2;PRZEGRANA;-100.0
16:00;MSP Batna vs US Biskra;Algeria 2;2.3 (1);35.0;30.0;35.0;1;2;0:1;PRZEGRANA;-100.0
19:00;FCM Arkadia Traiskirchen vs SR Donaufeld;Austria 3;2.25 (2);25.0;30.0;45.0;X;1;3:2;PRZEGRANA;-100.0
