Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;MO Constantine vs NC Magra;Algeria 2;2.37 (1);45.0;5.0;50.0;X;X;1:1;WYGRANA;0.0
18:30;Sportfreunde Siegen vs FC Koeln II;Germany 4;2.25 (1);40.0;35.0;25.0;1;1;2:1;WYGRANA;125.0
19:00;Sportfreunde Lotte vs SV Roedinghausen;Germany 4;2.15 (1);40.0;20.0;40.0;1;1;3:0;WYGRANA;115.0
22:00;Rionegro Aguilas vs Alianza Petrolera;Colombia 1;2.1 (1);40.0;30.0;30.0;1;1;1:0;WYGRANA;110.0
18:00;FK Pohronie vs Puchov;Slovakia 2;2.05 (1);40.0;35.0;25.0;1;1;3:1;WYGRANA;104.99999999999997
19:30;Chateauroux vs Concarneau;France 3;2.55 (2);40.0;30.0;30.0;1;1;3:1;WYGRANA;0.0
19:00;SV Lafnitz vs SC Weiz;Austria 3;1.9 (1);40.0;25.0;35.0;1;X;2:2;PRZEGRANA;-100.0
13:00;Hapoel Nazareth Illit vs Maccabi Kabilio Jaffa;Israel 2;2.15 (1);40.0;25.0;35.0;1;2;0:1;PRZEGRANA;-100.0
17:30;Bhantal vs Kallon;Sierra Leone 1;2.5 (1);35.0;40.0;25.0;2;1;1:0;PRZEGRANA;-100.0
16:00;Opatija vs NK Dugopolje;Croatia 2;2.75 (1);30.0;40.0;30.0;2;1;3:0;PRZEGRANA;-100.0
19:00;SC Gleisdorf vs Deutschlandsberger SC;Austria 3;3.1 (1);30.0;35.0;35.0;2;2;1:5;WYGRANA;0.0
20:45;Ruthin Town vs Buckley Town;Wales 2;2.3 (1);35.0;35.0;30.0;1;1;1:0;WYGRANA;129.99999999999997
20:45;Y Rhyl 1879 vs Denbigh Town;Wales 2;2.2 (1);30.0;20.0;50.0;X;1;3:0;PRZEGRANA;-100.0
19:10;Favoritner AC vs Krems / Rehberg;Austria 3;3.5 (1);20.0;30.0;50.0;X;2;1:2;PRZEGRANA;-100.0
jutro 00:30;Sportivo Ameliano vs Libertad;Paraguay 1;2.15 (2);15.0;30.0;55.0;X;Brak/Odwolany;-;Odwolany;0.0
19:30;Stade Briochin vs Gobelins F.C;France 3;2.8 (2);15.0;20.0;65.0;X;2;0:1;PRZEGRANA;-100.0
