Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;SV Drochtersen/Assel vs Altonaer FC 93;Germany 4;1.2 (1);75.0;15.0;10.0;1;1;3:1;WYGRANA;20.0
16:00;Una Strassen vs Jeunesse Canach;Luxembourg 1;1.33 (1);75.0;10.0;15.0;1;1;2:0;WYGRANA;33.0
17:15;Rennes vs Nantes;France 1;1.48 (1);75.0;15.0;10.0;1;1;2:1;WYGRANA;48.0
16:00;Swift Hesperange vs F91 Dudelange;Luxembourg 1;1.53 (2);5.0;75.0;20.0;2;2;0:3;WYGRANA;53.0
19:00;Sintra Football vs FC Porto;Portugal 1;1.33 (2);15.0;70.0;15.0;2;2;1:2;WYGRANA;33.0
19:00;Yacoub El Mansour vs FAR Rabat;Morocco 1;1.5 (2);15.0;70.0;15.0;2;X;2:2;PRZEGRANA;-100.0
17:00;Kudrivka vs Szachtar Donieck;Ukraine 1;1.14 (2);5.0;70.0;25.0;2;2;1:3;WYGRANA;13.999999999999986
23:00;Deportivo Achuapa vs Antigua Guatemala;Guatemala 1;1.61 (2);15.0;70.0;15.0;2;Brak/Odwolany;-;Odwolany;0.0
jutro 01:30;Fluminense vs Chapecoense AF;Brazil 1;1.3 (1);70.0;15.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
14:00;OFK Mladost Donja Gorica vs Mornar;Montenegro 1;1.75 (2);10.0;70.0;20.0;2;2;1:2;WYGRANA;75.0
23:30;Everton CD vs Cobresal;Chile 1;1.75 (1);65.0;10.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
18:25;Al Rustaq vs Al-Seeb;Oman 1;1.3 (2);25.0;65.0;10.0;2;2;2:4;WYGRANA;30.0
jutro 01:00;Universitario de Deportes vs Alianza Atletico;Peru 1;1.4 (1);60.0;15.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
14:00;Gandzasar vs Szirak;Armenia 1;1.85 (1);60.0;10.0;30.0;1;1;3:2;WYGRANA;85.0
15:00;Baroka FC vs Kruger United;South Africa 2;1.75 (2);20.0;60.0;20.0;2;2;0:3;WYGRANA;75.0
22:30;River Plate vs Tecnico Universitario;Ecuador 1;2.15 (1);55.0;30.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
16:15;Real Oviedo vs Elche;Spain 1;2.25 (1);55.0;15.0;30.0;1;2;1:2;PRZEGRANA;-100.0
15:00;Pendikspor vs Boluspor;Turkey 2;1.5 (1);55.0;15.0;30.0;1;1;2:0;WYGRANA;50.0
15:30;Grbalj Radanovici vs Igalo;Montenegro 2;1.33 (1);55.0;25.0;20.0;1;2;0:1;PRZEGRANA;-100.0
20:15;NK Bravo vs NK Maribor;Slovenia 1;3.25 (1);10.0;55.0;35.0;2;1;3:0;PRZEGRANA;-100.0
15:00;Bremer SV vs Eintracht Norderstedt;Germany 4;2.0 (1);55.0;20.0;25.0;1;1;2:0;WYGRANA;100.0
14:30;Juventus U23 vs Bra;Italy 3;1.7 (1);55.0;25.0;20.0;1;X;2:2;PRZEGRANA;-100.0
20:00;Nueva Chicago vs Colegiales;Argentina 2;2.3 (1);55.0;25.0;20.0;1;X;0:0;PRZEGRANA;-100.0
13:30;Genclerbirligi vs Kocaelispor;Turkey 1;2.75 (2);50.0;20.0;30.0;1;1;1:0;WYGRANA;0.0
17:00;Mezokovesd SE vs FC Ajka;Hungary 2;1.85 (1);50.0;15.0;35.0;1;X;1:1;PRZEGRANA;-100.0
20:30;Cerro Largo vs Racing;Uruguay 1;1.9 (2);30.0;50.0;20.0;2;2;0:1;WYGRANA;90.0
18:15;Cartagena vs Gimnastic;Spain 3;1.85 (1);50.0;25.0;25.0;1;1;1:0;WYGRANA;85.0
15:30;FK Iskra vs OFK Mladost Ljeskopolje;Montenegro 2;1.8 (1);50.0;20.0;30.0;1;X;0:0;PRZEGRANA;-100.0
17:00;Szentlorinc vs BVSC;Hungary 2;2.8 (2);45.0;30.0;25.0;1;1;2:0;WYGRANA;0.0
13:00;Chongqing Tongliang Long vs Qingdao Youth Island FC;China 1;1.9 (1);45.0;45.0;10.0;1;X;1:1;PRZEGRANA;-100.0
13:00;Da Nang vs Viettel;Vietnam 1;1.85 (2);15.0;45.0;40.0;2;X;3:3;PRZEGRANA;-100.0
18:00;Casertana vs Giugliano;Italy 3;2.1 (1);40.0;20.0;40.0;1;X;1:1;PRZEGRANA;-100.0
12:15;Excelsior vs FC Utrecht;Eredivisie;2.2 (2);35.0;40.0;25.0;2;1;5:0;PRZEGRANA;-100.0
10:30;Slovan Bratislava B vs Zilina B;Slovakia 2;2.25 (1);35.0;25.0;40.0;X;1;4:2;PRZEGRANA;-100.0
16:00;Bylis vs Teuta Durres;Albania 1;2.35 (1);35.0;30.0;35.0;1;1;2:0;WYGRANA;135.0
15:00;HSC Hannover vs Luebeck;Germany 4;1.75 (2);35.0;35.0;30.0;1;1;1:0;WYGRANA;0.0
