Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;Pendikspor vs Boluspor;Turkey 2;1.5 (1);57.9;15.7;26.3;1;✅ OBA ZGODNE (1);52.0;32.0;16.0;61.9;22.6;15.6;1;2:0;WYGRANA;50.0
15:00;Baroka FC vs Kruger United;South Africa 2;1.75 (2);22.2;55.2;22.6;2;✅ OBA ZGODNE (2);24.0;20.0;56.0;21.0;24.3;54.7;2;0:3;WYGRANA;75.0
14:30;Juventus U23 vs Bra;Italy 3;1.7 (1);54.5;23.9;21.6;1;✅ OBA ZGODNE (1);56.0;16.0;28.0;53.4;25.4;21.2;X;2:2;PRZEGRANA;-100.0
18:15;Cartagena vs Gimnastic;Spain 3;1.85 (1);53.8;23.1;23.1;1;✅ OBA ZGODNE (1);56.0;20.0;24.0;52.3;25.2;22.5;1;1:0;WYGRANA;85.0
14:00;Gandzasar vs Szirak;Armenia 1;1.85 (1);51.9;17.3;30.8;1;✅ OBA ZGODNE (1);52.0;36.0;12.0;51.9;27.3;20.9;1;3:2;WYGRANA;85.0
15:00;Bremer SV vs Eintracht Norderstedt;Germany 4;2.0 (1);51.3;25.4;23.3;1;✅ OBA ZGODNE (1);56.0;20.0;24.0;48.2;25.6;26.3;1;2:0;WYGRANA;100.0
15:30;FK Iskra vs OFK Mladost Ljeskopolje;Montenegro 2;1.8 (1);51.0;21.2;27.9;1;✅ OBA ZGODNE (1);52.0;28.0;20.0;50.3;27.8;21.9;X;0:0;PRZEGRANA;-100.0
17:00;Mezokovesd SE vs FC Ajka;Hungary 2;1.85 (1);49.8;17.9;32.2;1;✅ OBA ZGODNE (1);48.0;40.0;12.0;51.1;27.1;21.9;X;1:1;PRZEGRANA;-100.0
20:00;Nueva Chicago vs Colegiales;Argentina 2;2.3 (1);48.5;27.5;24.0;1;✅ OBA ZGODNE (1);56.0;20.0;24.0;43.5;26.6;29.9;X;0:0;PRZEGRANA;-100.0
13:00;Chongqing Tongliang Long vs Qingdao Youth Island FC;China 1;1.9 (1);47.4;32.0;20.7;1;✅ OBA ZGODNE (1);48.0;12.0;40.0;47.0;26.4;26.6;X;1:1;PRZEGRANA;-100.0
22:30;River Plate vs Tecnico Universitario;Ecuador 1;2.15 (1);46.7;29.2;24.2;1;✅ OBA ZGODNE (1);56.0;20.0;24.0;40.5;26.9;32.6;Brak/Odwolany;-;Odwolany;0.0
16:15;Real Oviedo vs Elche;Spain 1;2.25 (1);46.3;22.5;31.2;1;✅ OBA ZGODNE (1);56.0;32.0;12.0;39.9;30.7;29.4;2;1:2;PRZEGRANA;-100.0
13:00;Da Nang vs Viettel;Vietnam 1;1.85 (2);20.0;46.2;33.7;2;⚠️ RÓŻNICA (KNN:X XGB:2);16.0;44.0;40.0;22.7;26.9;50.4;X;3:3;PRZEGRANA;-100.0
15:00;HSC Hannover vs Luebeck;Germany 4;1.75 (2);27.9;45.8;26.3;2;✅ OBA ZGODNE (2);32.0;32.0;36.0;25.1;22.5;52.4;1;1:0;PRZEGRANA;-100.0
20:15;NK Bravo vs NK Maribor;Slovenia 1;3.25 (1);23.7;45.8;30.5;2;✅ OBA ZGODNE (2);12.0;36.0;52.0;31.5;26.9;41.6;1;3:0;PRZEGRANA;-100.0
13:30;Genclerbirligi vs Kocaelispor;Turkey 1;2.75 (2);44.9;30.4;24.7;1;✅ OBA ZGODNE (1);52.0;28.0;20.0;40.2;22.5;37.3;1;1:0;WYGRANA;0.0
20:30;Cerro Largo vs Racing;Uruguay 1;1.9 (2);30.4;42.9;26.8;2;✅ OBA ZGODNE (2);36.0;24.0;40.0;26.6;28.6;44.8;2;0:1;WYGRANA;90.0
17:00;Szentlorinc vs BVSC;Hungary 2;2.8 (2);41.7;33.5;24.7;1;✅ OBA ZGODNE (1);44.0;24.0;32.0;40.2;25.2;34.5;1;2:0;WYGRANA;0.0
18:00;Casertana vs Giugliano;Italy 3;2.1 (1);41.3;25.9;32.8;1;✅ OBA ZGODNE (1);40.0;40.0;20.0;42.1;28.0;29.8;X;1:1;PRZEGRANA;-100.0
10:30;Slovan Bratislava B vs Zilina B;Slovakia 2;2.25 (1);39.3;20.1;40.6;X;⚠️ RÓŻNICA (KNN:1 XGB:X);48.0;32.0;20.0;33.4;46.4;20.2;1;4:2;PRZEGRANA;-100.0
12:15;Excelsior vs FC Utrecht;Eredivisie;2.2 (2);34.3;39.7;26.0;2;✅ OBA ZGODNE (2);36.0;24.0;40.0;33.2;27.4;39.4;1;5:0;PRZEGRANA;-100.0
16:00;Bylis vs Teuta Durres;Albania 1;2.35 (1);39.3;30.3;30.4;1;✅ OBA ZGODNE (1);40.0;32.0;28.0;38.9;29.3;31.8;1;2:0;WYGRANA;135.0
