Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:30;Orleans vs Quevilly;France 3;1.57 (1);70.0;15.0;15.0;1;2;0:3;PRZEGRANA;-100.0
19:00;Monza vs Modena;Italy 2;1.61 (1);65.0;10.0;25.0;1;1;1:0;WYGRANA;61.0
19:00;SC Neusiedl am See 1919 vs Gloggnitz;Austria 3;1.8 (2);15.0;65.0;20.0;2;2;1:5;WYGRANA;80.0
18:00;SK Austria Klagenfurt vs Austria Lustenau;Austria 2;1.72 (2);25.0;65.0;10.0;2;1;3:0;PRZEGRANA;-100.0
18:30;Al Ahli vs Al-Faisaly;Jordan 1;1.27 (2);25.0;65.0;10.0;2;X;2:2;PRZEGRANA;-100.0
19:00;Atlético Madrid II vs Real Betis II;Spain 3;1.55 (1);65.0;20.0;15.0;1;1;3:1;WYGRANA;55.0
18:00;FC Vlasim vs SK Prostejov;Czech Republic 2;1.55 (1);65.0;15.0;20.0;1;X;1:1;PRZEGRANA;-100.0
19:30;Rouen vs Aubagne;France 3;1.45 (1);60.0;20.0;20.0;1;1;3:1;WYGRANA;45.0
19:30;FC Rapperswil-Jona vs Etoile Carouge;Switzerland 2;2.0 (2);25.0;60.0;15.0;2;1;2:1;PRZEGRANA;-100.0
19:00;NEC vs Mbarara City;Uganda 1;1.28 (1);60.0;25.0;15.0;1;1;1:0;WYGRANA;28.0
18:30;Réal Bamako vs Bakaridjan;Mali 1;1.6 (1);60.0;20.0;20.0;1;X;1:1;PRZEGRANA;-100.0
19:30;Sochaux vs Bourg en Bresse Peronnas;France 3;1.48 (1);60.0;10.0;30.0;1;1;2:1;WYGRANA;48.0
20:00;Kazincbarcikai BSC vs MTK Budapeszt;Hungary 1;1.7 (2);20.0;55.0;25.0;2;X;0:0;PRZEGRANA;-100.0
20:00;RKC Waalwijk vs Jong PSV;Netherlands 2;1.61 (1);55.0;20.0;25.0;1;1;4:1;WYGRANA;61.0
20:45;St.Johnstone vs Raith Rovers;Scotland 2;1.57 (1);55.0;20.0;25.0;1;1;2:0;WYGRANA;57.0
13:30;Northeast United FC vs FC Goa;India ISL 1;2.2 (2);20.0;55.0;25.0;2;2;0:2;WYGRANA;120.00000000000003
19:00;FC Guetersloh vs Sportfreunde Lotte;Germany 4;1.9 (1);55.0;15.0;30.0;1;1;3:0;WYGRANA;90.0
20:00;Clermont Foot vs SC Bastia;France 2;2.6 (2);50.0;20.0;30.0;1;X;1:1;PRZEGRANA;-100.0
19:00;Alemannia Aachen vs Duisburg;Germany 3;2.0 (1);50.0;25.0;25.0;1;1;3:1;WYGRANA;100.0
21:15;Cacereno vs Guadalajara;Spain 3;2.15 (1);35.0;50.0;15.0;2;X;1:1;PRZEGRANA;-100.0
16:00;Al-Dhafra vs Ajman;U.A.E. 1;2.1 (2);15.0;50.0;35.0;2;2;0:1;WYGRANA;110.0
20:00;Jong AZ Alkmaar vs Roda JC Kerkrade;Netherlands 2;2.9 (2);50.0;30.0;20.0;1;1;2:0;WYGRANA;0.0
20:00;FC Emmen vs De Graafschap;Netherlands 2;2.1 (2);20.0;50.0;30.0;2;1;1:0;PRZEGRANA;-100.0
20:45;Finn Harps vs Athlone Town;Ireland 2;2.15 (1);50.0;25.0;25.0;1;2;1:2;PRZEGRANA;-100.0
jutro 00:15;Estudiantes de Rio Cuarto vs Rosario Central;Argentina 1;2.0 (2);35.0;50.0;15.0;2;2;1:2;WYGRANA;100.0
18:00;Znicz Pruszków vs Górnik Łęczna;Poland 2;3.2 (2);50.0;35.0;15.0;1;X;2:2;PRZEGRANA;-100.0
20:45;Bray Wanderers vs Cork City;Ireland 2;1.65 (2);5.0;45.0;50.0;X;X;1:1;WYGRANA;0.0
19:30;Chateauroux vs Fleury Merogis U.S;France 3;2.15 (2);20.0;45.0;35.0;2;2;0:2;WYGRANA;115.0
20:00;Cambuur vs Vitesse;Netherlands 2;2.9 (2);45.0;45.0;10.0;1;1;2:1;WYGRANA;0.0
19:00;Parndorf vs Krems / Rehberg;Austria 3;2.9 (2);45.0;35.0;20.0;1;X;0:0;PRZEGRANA;-100.0
19:00;Express FC vs BUL FC;Uganda 1;2.5 (1);45.0;10.0;45.0;1;2;0:2;PRZEGRANA;-100.0
21:00;Leicester City vs Millwall;England 2;1.75 (2);40.0;45.0;15.0;2;X;1:1;PRZEGRANA;-100.0
18:00;Podbeskidzie Bielsko-Biała vs Zagłębie Sosnowiec;Poland 3;1.66 (1);45.0;20.0;35.0;1;1;2:0;WYGRANA;66.0
20:00;Amiens vs Montpellier;France 2;2.0 (2);40.0;40.0;20.0;1;2;0:2;PRZEGRANA;-100.0
21:00;Avellino vs Bari;Italy 2;1.9 (1);40.0;30.0;30.0;1;1;2:0;WYGRANA;90.0
20:00;Laval vs Rodez;France 2;2.55 (2);40.0;40.0;20.0;1;X;0:0;PRZEGRANA;-100.0
15:00;Posta Rangers vs Bidco United;Kenya 1;2.25 (1);40.0;25.0;35.0;1;X;1:1;PRZEGRANA;-100.0
19:00;Treibach vs Union Gurten;Austria 3;2.3 (2);30.0;40.0;30.0;2;2;0:1;WYGRANA;129.99999999999997
22:45;Nacional vs Recoleta;Paraguay 1;1.7 (1);40.0;25.0;35.0;1;1;2:1;WYGRANA;70.0
20:00;FC Dordrecht vs Willem II;Netherlands 2;2.45 (2);35.0;40.0;25.0;2;2;1:2;WYGRANA;145.00000000000003
19:30;SV Horn vs FCM Arkadia Traiskirchen;Austria 3;1.66 (1);35.0;30.0;35.0;1;2;0:3;PRZEGRANA;-100.0
19:30;Valenciennes vs Dijon;France 3;2.1 (2);30.0;35.0;35.0;2;2;0:1;WYGRANA;110.0
21:00;Derry City vs Shamrock Rovers;Ireland 1;2.3 (2);35.0;25.0;40.0;X;1;1:0;PRZEGRANA;-100.0
19:30;Stade Briochin vs Concarneau;France 3;3.2 (1);35.0;35.0;30.0;1;2;1:2;PRZEGRANA;-100.0
21:15;Alverca vs Arouca;Portugal 1;2.3 (1);35.0;35.0;30.0;1;1;2:1;WYGRANA;129.99999999999997
11:35;Macarthur FC vs Wellington Phoenix;Australia 1;3.1 (2);35.0;25.0;40.0;X;1;4:0;PRZEGRANA;-100.0
19:00;Greifswalder SV vs VSG Altglienicke;Germany 4;2.5 (2);30.0;20.0;50.0;X;1;1:0;PRZEGRANA;-100.0
16:00;Qizilqum Zarafshon vs Kokand 1912;Uzbekistan 1;2.4 (2);30.0;15.0;55.0;X;1;2:1;PRZEGRANA;-100.0
11:45;Dandenong City vs Dandenong Thunder SC;Australia 2;2.45 (1);25.0;30.0;45.0;X;2;0:1;PRZEGRANA;-100.0
18:10;Al Hazm vs Al Riyadh;Saudi Arabia 1;2.6 (1);30.0;25.0;45.0;X;1;2:1;PRZEGRANA;-100.0
18:30;Fortuna Duesseldorf vs Dynamo Dresden;Germany 2;2.87 (2);25.0;20.0;55.0;X;1;3:1;PRZEGRANA;-100.0
