Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
16:30;Victoria United vs Dynamo de Douala;Cameroon 1;1.85 (1);54.6;21.2;24.2;1;✅ OBA ZGODNE (1);56.0;24.0;20.0;53.7;24.4;21.9;2;1:2;PRZEGRANA;-100.0
20:00;Damac FC vs Al Akhdoud;Saudi Arabia 1;1.66 (1);49.3;21.7;29.0;1;✅ OBA ZGODNE (1);44.0;32.0;24.0;52.8;26.9;20.2;1;2:0;WYGRANA;66.0
20:00;Rayo Vallecano vs Espanyol;Spain 1;2.1 (1);47.5;28.0;24.5;1;✅ OBA ZGODNE (1);52.0;20.0;28.0;44.6;27.5;28.0;1;1:0;WYGRANA;110.0
18:30;Al Quwa Al Jawiya vs Erbil;Iraq 1;2.15 (1);47.1;32.8;20.1;1;✅ OBA ZGODNE (1);48.0;16.0;36.0;46.5;22.8;30.7;X;1:1;PRZEGRANA;-100.0
jutro 01:15;Lobos UPNFM vs Policia NFC;Honduras 1;1.8 (1);47.1;23.8;29.0;1;✅ OBA ZGODNE (1);40.0;32.0;28.0;51.9;27.1;21.0;2;0:1;PRZEGRANA;-100.0
16:00;Al-Sharjah vs Al-Wahda;U.A.E. 1;2.05 (2);28.5;45.9;25.7;2;✅ OBA ZGODNE (2);28.0;24.0;48.0;28.8;26.8;44.4;2;0:2;WYGRANA;104.99999999999997
21:30;Real Oviedo vs Villarreal;Spain 1;3.6 (1);19.8;44.2;36.0;2;⚠️ RÓŻNICA (KNN:X XGB:2);12.0;44.0;44.0;25.0;30.7;44.3;X;1:1;PRZEGRANA;-100.0
14:15;Melaka vs Sabah FA;Malaysia 1;2.15 (2);34.9;42.7;22.3;2;⚠️ RÓŻNICA (KNN:2 XGB:1);32.0;16.0;52.0;36.9;26.5;36.6;1;1:0;PRZEGRANA;-100.0
19:00;Levante vs Sevilla FC;Spain 1;2.4 (1);42.6;28.0;29.4;1;✅ OBA ZGODNE (1);44.0;32.0;24.0;41.7;27.6;30.7;1;2:0;WYGRANA;140.0
18:45;Go Ahead Eagles vs AZ Alkmaar;Eredivisie;3.0 (1);27.4;41.9;30.7;2;✅ OBA ZGODNE (2);20.0;32.0;48.0;32.4;29.8;37.8;X;0:0;PRZEGRANA;-100.0
17:15;Dinamo Samarqand vs OTMK Olmaliq;Uzbekistan 1;3.0 (2);41.3;30.8;27.9;1;✅ OBA ZGODNE (1);48.0;24.0;28.0;36.8;30.5;32.6;X;2:2;PRZEGRANA;-100.0
16:00;Nasaf Qarshi vs Lokomotiv Tashkent;Uzbekistan 1;2.1 (1);39.6;31.5;29.0;1;⚠️ RÓŻNICA (KNN:2 XGB:1);28.0;32.0;40.0;47.3;27.0;25.8;2;2:3;PRZEGRANA;-100.0
jutro 01:00;Deportivo Pasto vs Santa Fe;Colombia 1;3.4 (2);34.7;39.3;26.0;2;✅ OBA ZGODNE (2);32.0;28.0;40.0;36.5;24.7;38.9;2;1:2;WYGRANA;240.0
23:30;Dunbeholden vs Harbour View;Jamaica 1;2.3 (1);39.1;26.4;34.5;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;44.0;24.0;43.8;28.2;28.0;1;4:0;WYGRANA;129.99999999999997
16:00;Pjunik vs FC Banants;Armenia 1;3.8 (2);38.6;30.5;30.9;1;✅ OBA ZGODNE (1);40.0;28.0;32.0;37.6;32.8;29.5;1;2:1;WYGRANA;0.0
14:00;Malut United vs Persebaya Surabaya;Indonesia 1;3.7 (2);37.4;24.6;38.0;X;⚠️ RÓŻNICA (KNN:X XGB:1);36.0;48.0;16.0;38.3;31.3;30.4;2;0:2;PRZEGRANA;-100.0
16:30;Stade Renard vs PWD Bamenda;Cameroon 1;2.5 (1);37.6;36.2;26.2;1;✅ OBA ZGODNE (1);36.0;28.0;36.0;38.6;25.0;36.4;1;2:0;WYGRANA;150.0
18:30;Old Edwardians vs Bo Rangers;Sierra Leone 1;2.6 (2);37.4;36.5;26.1;1;⚠️ RÓŻNICA (KNN:2 XGB:1);36.0;24.0;40.0;38.3;27.6;34.1;X;1:1;PRZEGRANA;-100.0
jutro 01:00;Defensa y Justicia vs Boca Juniors;Argentina 1;2.45 (2);30.6;37.0;32.5;2;⚠️ RÓŻNICA (KNN:X XGB:2);32.0;40.0;28.0;29.6;27.4;42.9;2;0:4;WYGRANA;145.00000000000003
16:00;Al Ittihad Kalba vs Bani Yas;U.A.E. 1;2.2 (2);31.2;36.9;31.8;2;⚠️ RÓŻNICA (KNN:X XGB:2);32.0;36.0;32.0;30.7;29.1;40.2;2;1:2;WYGRANA;120.00000000000003
22:00;Santa Rosa de Andahuaylas vs Cienciano;Peru 1;2.37 (1);36.4;32.8;30.9;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;36.0;32.0;39.3;27.4;33.3;1;1:0;WYGRANA;137.0
