Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
20:00;Al-Faisaly vs Al Buqaa;Jordan 1;1.33 (1);60.0;10.0;30.0;1;1;2:1;WYGRANA;33.0
18:00;Eyüpspor vs Trabzonspor;Turkey 1;1.6 (2);20.0;55.0;25.0;2;2;0:1;WYGRANA;60.0
19:00;Al Minaa vs Diala;Iraq 1;2.0 (1);55.0;20.0;25.0;1;X;1:1;PRZEGRANA;-100.0
19:00;St. Malo vs Avranches;France 4;2.0 (1);50.0;40.0;10.0;1;1;2:0;WYGRANA;100.0
22:30;Rubio Nu vs Cerro Porteno;Paraguay 1;1.8 (2);25.0;50.0;25.0;2;1;2:0;PRZEGRANA;-100.0
19:00;Al Karkh vs Naft Misan;Iraq 1;1.8 (1);50.0;25.0;25.0;1;X;1:1;PRZEGRANA;-100.0
20:15;FC Coffrane vs Naters;Switzerland 4;1.8 (2);20.0;50.0;30.0;2;1;3:1;PRZEGRANA;-100.0
18:00;Tanzania Prisons vs Singida Black Stars;Tanzania 1;4.5 (1);20.0;50.0;30.0;2;2;1:2;WYGRANA;0.0
19:00;BSG Chemie Leipzig vs BFC Preussen;Germany 4;2.25 (2);45.0;25.0;30.0;1;X;2:2;PRZEGRANA;-100.0
15:30;Aigle Royal de Moungo vs Fauve Azur;Cameroon 1;2.4 (1);45.0;25.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
jutro 00:30;Libertad vs Nacional;Paraguay 1;3.3 (2);45.0;25.0;30.0;1;1;2:1;WYGRANA;0.0
18:30;Ajman vs Bani Yas;U.A.E. 1;2.7 (2);45.0;25.0;30.0;1;X;1:1;PRZEGRANA;-100.0
20:00;Pescara vs Entella;Italy 2;2.1 (1);30.0;45.0;25.0;2;1;3:0;PRZEGRANA;-100.0
21:15;Zakho vs Al-Karma;Iraq 1;2.2 (1);45.0;15.0;40.0;1;X;2:2;PRZEGRANA;-100.0
17:30;Diamond Stars vs Wilberforce Strikers;Sierra Leone 1;2.45 (2);25.0;45.0;30.0;2;X;1:1;PRZEGRANA;-100.0
18:30;Lamontville Golden Arrows vs Vasco da Gama;South Africa 1;2.35 (2);40.0;40.0;20.0;1;X;1:1;PRZEGRANA;-100.0
20:00;FC Bassecourt vs Buochs;Switzerland 4;2.15 (1);40.0;25.0;35.0;1;2;0:1;PRZEGRANA;-100.0
17:30;Freetown City vs Bhantal;Sierra Leone 1;1.9 (2);20.0;40.0;40.0;2;2;0:1;WYGRANA;90.0
17:45;USFAS Bamako vs Binga;Mali 1;2.5 (2);40.0;35.0;25.0;1;X;0:0;PRZEGRANA;-100.0
17:00;Kudrivka vs Polissya Zhytomyr;Ukraine 1;1.36 (2);25.0;40.0;35.0;2;2;0:2;WYGRANA;36.0
17:45;US Bougouba vs Djoliba;Mali 1;1.83 (2);20.0;35.0;45.0;X;2;1:3;PRZEGRANA;-100.0
20:15;Chenois vs Stade Payerne;Switzerland 4;2.0 (1);35.0;20.0;45.0;X;1;2:0;PRZEGRANA;-100.0
15:30;PWD Bamenda vs AS Fortuna;Cameroon 1;1.65 (1);35.0;30.0;35.0;1;X;0:0;PRZEGRANA;-100.0
21:30;Molynes United vs Waterhouse FC;Jamaica 1;1.9 (2);20.0;30.0;50.0;X;2;0:4;PRZEGRANA;-100.0
20:00;Winterthur II vs Tuggen;Switzerland 4;2.15 (2);30.0;25.0;45.0;X;1;5:0;PRZEGRANA;-100.0
19:00;SSV Jeddeloh vs Hamburger SV II;Germany 4;2.9 (2);30.0;25.0;45.0;X;1;1:0;PRZEGRANA;-100.0
18:30;TSV Aubstadt vs Greuther Fuerth II;Germany 4;2.9 (1);25.0;25.0;50.0;X;1;1:0;PRZEGRANA;-100.0
