Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2
16:00;Aldershot Town vs Gateshead FC;England 5;3.4 (2);51.5;29.0;19.6;1;✅ OBA ZGODNE (1);45.0;15.0;40.0;55.9;22.6;21.6
17:45;MTK Budapeszt vs Zalaegerszeg;Hungary 1;2.45 (2);20.5;50.9;28.6;2;✅ OBA ZGODNE (2);15.0;25.0;60.0;24.2;31.0;44.8
16:15;Burgos CF vs Sporting Gijon;Spain 2;2.15 (1);50.1;23.8;26.0;1;✅ OBA ZGODNE (1);40.0;30.0;30.0;56.9;23.4;19.6
14:00;Alemannia Aachen vs VfB Stuttgart II;Germany 3;1.85 (1);48.1;18.1;33.9;1;✅ OBA ZGODNE (1);45.0;40.0;15.0;50.1;29.8;20.1
16:00;Aberdeen vs Hibernian;Scotland 1;2.1 (2);30.6;46.3;23.1;2;✅ OBA ZGODNE (2);30.0;20.0;50.0;31.0;25.1;43.9
jutro 01:00;Tapatio vs Irapuato;Mexico 2;2.3 (1);38.4;18.5;43.2;X;⚠️ RÓŻNICA (KNN:X XGB:1);35.0;50.0;15.0;40.6;38.6;20.8
18:30;Cartagena vs Antequera;Spain 3;1.85 (1);42.8;31.3;25.8;1;✅ OBA ZGODNE (1);40.0;25.0;35.0;44.7;26.4;28.9
14:00;1. FC Phoenix Luebeck vs Hannover 96 II;Germany 4;2.62 (2);40.9;34.4;24.7;1;⚠️ RÓŻNICA (KNN:1 XGB:2);45.0;35.0;20.0;38.1;17.9;44.0
15:00;Jablonec vs Banik Ostrawa;Czech Republic 1;2.0 (1);40.4;29.3;30.3;1;⚠️ RÓŻNICA (KNN:X XGB:1);25.0;40.0;35.0;50.7;23.8;25.5
16:15;SD Tarazona vs Alcorcon;Spain 3;2.45 (2);33.4;36.9;29.8;2;⚠️ RÓŻNICA (KNN:1 XGB:2);35.0;30.0;35.0;32.4;29.6;38.1
16:00;Alanyaspor vs Trabzonspor;Turkey 1;2.3 (2);32.2;35.2;32.7;2;⚠️ RÓŻNICA (KNN:1 XGB:2);35.0;35.0;30.0;30.3;31.1;38.6
