Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
02:45;Huachipato vs Audax Italiano;Chile 1;2.2 (1);45.5;26.9;27.5;1;✅ OBA ZGODNE (1);48.0;24.0;28.0;43.9;29.8;26.2;1;3:2;WYGRANA;120.00000000000003
20:45;Lecce vs Fiorentina;European Championship U-21 1;2.15 (2);27.8;44.5;27.7;2;✅ OBA ZGODNE (2);24.0;28.0;48.0;30.4;27.5;42.2;X;1:1;PRZEGRANA;-100.0
03:30;America de Cali vs Millonarios;Colombia 1;2.1 (1);42.7;31.0;26.3;1;✅ OBA ZGODNE (1);44.0;24.0;32.0;41.8;27.8;30.4;1;3:1;WYGRANA;110.0
19:00;Gaziantep BB vs Kayserispor;Turkey 1;2.15 (1);40.3;17.7;42.0;X;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;60.0;8.0;45.8;30.1;24.1;1;3:0;PRZEGRANA;-100.0
19:00;Lechia Gdańsk vs Piast Gliwice;Poland 1;2.1 (1);40.7;28.3;31.0;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;36.0;32.0;46.5;27.7;25.8;X;1:1;PRZEGRANA;-100.0
02:00;Pride of Gall Hill vs Ellerton;Barbados 1;4.75 (1);34.1;40.6;25.3;2;⚠️ RÓŻNICA (KNN:2 XGB:1);24.0;28.0;48.0;40.8;23.6;35.6;X;2:2;PRZEGRANA;-100.0
20:45;Dunkerque vs Laval;France 2;3.6 (2);40.0;26.8;33.2;1;⚠️ RÓŻNICA (KNN:X XGB:1);36.0;40.0;24.0;42.6;28.7;28.7;2;0:2;PRZEGRANA;-100.0
19:45;Sporting CP B vs Felgueiras 1932;Portugal 2;2.45 (2);34.0;39.5;26.5;2;✅ OBA ZGODNE (2);36.0;24.0;40.0;32.6;28.2;39.1;2;0:1;WYGRANA;145.00000000000003
jutro 00:30;San Lorenzo vs Velez Sarsfield;Argentina 1;2.5 (2);32.5;39.4;28.1;2;⚠️ RÓŻNICA (KNN:1 XGB:2);36.0;28.0;36.0;30.2;28.1;41.7;Brak/Odwolany;-;Odwolany;0.0
21:15;Moreirense vs Estoril;Portugal 1;2.3 (2);30.3;39.3;30.4;2;✅ OBA ZGODNE (2);28.0;32.0;40.0;31.8;29.4;38.9;1;1:0;PRZEGRANA;-100.0
22:15;Banfield vs Independiente Rivadavia;Argentina 1;2.7 (2);36.4;39.2;24.3;2;⚠️ RÓŻNICA (KNN:2 XGB:1);36.0;20.0;44.0;36.7;27.2;36.1;X;0:0;PRZEGRANA;-100.0
14:00;Martapura vs Persib Bandung;Indonesia 1;3.0 (1);30.0;39.0;31.0;2;✅ OBA ZGODNE (2);28.0;32.0;40.0;31.3;30.3;38.4;X;2:2;PRZEGRANA;-100.0
jutro 01:30;Sportivo Ameliano vs Nacional;Paraguay 1;2.55 (1);33.6;37.5;28.9;2;⚠️ RÓŻNICA (KNN:X XGB:2);28.0;36.0;36.0;37.3;24.1;38.6;Brak/Odwolany;-;Odwolany;0.0
19:45;FC Porto B vs Leixoes;Portugal 2;2.5 (1);26.7;37.2;36.0;2;⚠️ RÓŻNICA (KNN:X XGB:2);16.0;44.0;40.0;33.9;30.7;35.3;2;0:3;WYGRANA;0.0
22:00;Boston River vs Cerro Largo;Uruguay 1;3.0 (2);37.1;35.2;27.7;1;⚠️ RÓŻNICA (KNN:2 XGB:1);32.0;28.0;40.0;40.5;27.4;32.0;1;1:0;WYGRANA;0.0
21:00;Crystal Palace vs West Ham United;England 1;2.37 (1);33.9;36.1;30.0;2;⚠️ RÓŻNICA (KNN:2 XGB:1);24.0;32.0;44.0;40.5;28.7;30.8;X;0:0;PRZEGRANA;-100.0
12:00;FC Olexandria vs Veres Rivne;Ukraine 1;2.5 (2);29.2;35.4;35.4;2;⚠️ RÓŻNICA (KNN:X XGB:2);24.0;48.0;28.0;32.6;27.0;40.3;2;0:3;WYGRANA;150.0
