Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;Kelantan United vs Kuala Lumpur FA;Malaysia 1;1.33 (2);13.1;54.9;32.0;2;;;;2;0:2;WYGRANA;33.0
17:30;Primorje vs Koper;Slovenia 1;1.8 (2);18.6;54.1;27.3;2;;;;2;0:4;WYGRANA;80.0
19:00;Wuerzburger Kickers vs Bayern Munich II;Germany 4;1.66 (1);54.0;21.5;24.5;1;;;;1;2:1;WYGRANA;66.0
19:30;Bochum II vs Wuppertal;Germany 4;1.75 (1);53.3;21.7;25.0;1;;;;1;4:1;WYGRANA;75.0
19:30;SC Team Wiener Linien vs Union Mauer;Austria 3;1.53 (2);26.2;53.0;20.8;2;;;;Brak/Odwolany;-;Odwolany;0.0
19:30;SV Drochtersen/Assel vs Oldenburg;Germany 4;1.85 (1);51.3;23.5;25.2;1;;;;2;1:3;PRZEGRANA;-100.0
15:00;Lugazi Municipal vs Entebbe;Uganda 1;2.2 (2);18.5;50.9;30.6;2;;;;X;1:1;PRZEGRANA;-100.0
13:30;Karvan vs FC Kapaz;Azerbaijan 1;2.0 (2);21.1;50.8;28.1;2;;;;1;4:1;PRZEGRANA;-100.0
19:30;Orleans vs Concarneau;France 3;1.8 (1);50.5;20.4;29.1;1;;;;X;1:1;PRZEGRANA;-100.0
14:00;Hapoel Kfar Saba vs SC Kfar Kasem;Israel 2;3.3 (2);48.8;25.3;26.0;1;;;;Brak/Odwolany;-;Odwolany;0.0
20:00;Lokeren-Temse vs Seraing United;Belgium 2;3.7 (2);48.1;20.1;31.8;1;;;;X;1:1;PRZEGRANA;-100.0
19:00;Paris FC vs AS Monaco;France 1;1.95 (2);26.1;47.3;26.7;2;;;;1;4:1;PRZEGRANA;-100.0
17:00;Al-Smail vs Al-Shabab Club;Oman 1;1.85 (2);25.8;46.9;27.4;2;;;;2;0:7;WYGRANA;85.0
19:30;Oberwart vs SV Leobendorf;Austria 3;3.0 (2);32.9;46.9;20.2;2;;;;1;4:0;PRZEGRANA;-100.0
19:00;Parndorf vs FCM Arkadia Traiskirchen;Austria 3;2.0 (1);46.5;23.7;29.8;1;;;;1;2:0;WYGRANA;100.0
14:00;Hapoel Rishon LeZion vs Hapoel Ironi Akko;Israel 2;2.1 (1);46.4;18.8;34.9;1;;;;1;3:1;WYGRANA;110.0
18:00;Pribram vs Hanácká;Czech Republic 2;1.95 (1);45.2;23.2;31.6;1;;;;2;0:2;PRZEGRANA;-100.0
20:45;Queen's Park vs Ross County;Scotland 2;2.7 (1);29.7;44.8;25.6;2;;;;1;1:0;PRZEGRANA;-100.0
22:30;Deportivo Pereira vs Once Caldas;Colombia 1;1.8 (2);23.5;44.6;31.9;2;;;;Brak/Odwolany;-;Odwolany;0.0
17:00;FK Pohronie vs BanÃ­k Lehota p.VtÃ¡Änikom;Slovakia 2;1.72 (1);44.2;14.6;41.2;1;;;;2;1:2;PRZEGRANA;-100.0
20:30;CS Deportivo Liniers vs Flandria;Argentina 3;2.37 (1);43.9;33.9;22.2;1;;;;2;0:1;PRZEGRANA;-100.0
12:00;Spartak Varna vs Dobrudzha Dobrich;Bulgaria 1;2.2 (2);29.8;43.1;27.2;2;;;;1;1:0;PRZEGRANA;-100.0
20:45;Hearts B vs Albion Rovers;Scotland 5;1.9 (2);40.3;42.9;16.8;2;;;;1;3:0;PRZEGRANA;-100.0
19:00;Magdeburg II vs ZFC Meuselwitz;Germany 4;3.3 (2);42.6;25.1;32.3;1;;;;1;2:1;WYGRANA;0.0
jutro 01:30;Sportivo San Lorenzo vs Guarani;Paraguay 1;2.0 (2);31.2;40.9;27.9;2;;;;Brak/Odwolany;-;Odwolany;0.0
20:45;Dundalk vs Derry City;Ireland 1;2.5 (1);32.9;40.7;26.5;2;;;;X;2:2;PRZEGRANA;-100.0
16:00;Gabès vs Ben Guerdane;Tunisia 1;2.3 (1);40.7;28.4;30.8;1;;;;2;0:1;PRZEGRANA;-100.0
20:30;CD UAI Urquiza vs Brown de Adrogue;Argentina 3;2.6 (1);29.2;40.6;30.2;2;;;;2;0:1;WYGRANA;0.0
18:30;Karlsruher SC vs Arminia Bielefeld;Germany 2;3.2 (1);31.4;40.4;28.2;2;;;;1;4:1;PRZEGRANA;-100.0
19:00;Treibach vs Velden;Austria 3;2.2 (2);39.6;34.5;25.9;1;;;;1;2:0;WYGRANA;0.0
20:45;Finn Harps vs Cobh Ramblers;Ireland 2;2.62 (1);38.5;37.5;24.0;1;;;;2;0:2;PRZEGRANA;-100.0
20:30;Odra Opole vs Puszcza Niepołomice;Poland 2;3.0 (2);38.3;35.8;25.9;1;;;;1;1:0;WYGRANA;0.0
19:30;Stade Briochin vs Villefranche Beaujolais;France 3;3.0 (2);28.9;32.8;38.3;X;;;;X;0:0;WYGRANA;0.0
jutro 01:00;Cerro Largo vs Cerro;Uruguay 1;2.25 (1);37.6;27.3;35.1;1;;;;Brak/Odwolany;-;Odwolany;0.0
23:15;2 de Mayo vs Sportivo Ameliano;Paraguay 1;2.4 (2);34.6;37.1;28.3;2;;;;Brak/Odwolany;-;Odwolany;0.0
20:45;Colchester United vs Swindon Town;England 4;2.9 (2);36.4;36.6;26.9;2;;;;1;3:0;PRZEGRANA;-100.0
12:00;Prospect United vs Inter Lions FC;Australia 3;2.4 (1);32.4;35.4;32.2;2;;;;X;1:1;PRZEGRANA;-100.0
