Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:30;Hapoel Afula vs Hapoel Nazareth Illit;Israel 2;2.2 (2);25.5;43.2;31.3;2;✅ OBA ZGODNE (2);24.0;36.0;40.0;26.5;28.2;45.3;2;1:3;WYGRANA;120.00000000000003
20:45;Marine vs Merthyr Town;England 6;2.1 (1);43.2;29.2;27.6;1;⚠️ RÓŻNICA (KNN:2 XGB:1);32.0;32.0;36.0;50.6;24.7;24.7;2;1:3;PRZEGRANA;-100.0
14:00;Mathare United vs Police FC;Kenya 1;2.15 (2);30.8;42.7;26.6;2;✅ OBA ZGODNE (2);28.0;28.0;44.0;32.6;25.6;41.8;X;0:0;PRZEGRANA;-100.0
jutro 01:00;Laferrere vs CD UAI Urquiza;Argentina 3;3.4 (2);42.0;24.4;33.6;1;✅ OBA ZGODNE (1);44.0;40.0;16.0;40.7;29.3;30.0;X;0:0;PRZEGRANA;-100.0
19:00;Parndorf vs Oberwart;Austria 3;2.25 (1);42.0;26.0;31.9;1;✅ OBA ZGODNE (1);44.0;36.0;20.0;40.7;29.2;30.1;X;0:0;PRZEGRANA;-100.0
20:45;Aldershot Town vs Southend United;England 5;3.7 (1);25.9;42.0;32.1;2;✅ OBA ZGODNE (2);20.0;32.0;48.0;29.9;32.1;38.0;2;0:2;WYGRANA;0.0
20:30;Ituzaingo vs Arsenal Sarandi;Argentina 3;1.9 (2);23.8;41.3;34.9;2;⚠️ RÓŻNICA (KNN:X XGB:2);24.0;44.0;32.0;23.6;28.8;47.6;X;0:0;PRZEGRANA;-100.0
19:00;Catanzaro vs Modena;Italy 2;2.4 (1);41.1;29.9;29.0;1;✅ OBA ZGODNE (1);44.0;32.0;24.0;39.2;27.1;33.8;X;2:2;PRZEGRANA;-100.0
20:45;Leyton Orient vs Mansfield Town;England 3;2.8 (2);40.3;29.5;30.2;1;✅ OBA ZGODNE (1);40.0;32.0;28.0;40.5;29.0;30.5;X;0:0;PRZEGRANA;-100.0
19:30;Dobrudzha Dobrich vs Botew Płowdiw;Bulgaria 1;2.5 (2);26.0;40.2;33.8;2;⚠️ RÓŻNICA (KNN:X XGB:2);20.0;40.0;40.0;30.0;29.6;40.4;2;0:3;WYGRANA;150.0
20:45;Welling United vs Potters Bar Town;England 7;3.0 (2);40.2;28.2;31.7;1;✅ OBA ZGODNE (1);36.0;36.0;28.0;42.9;28.8;28.3;1;1:0;WYGRANA;0.0
19:30;Hapoel Raanana vs Ironi Modiin;Israel 2;2.6 (1);37.6;40.1;22.4;2;✅ OBA ZGODNE (2);40.0;16.0;44.0;36.0;26.6;37.4;1;1:0;PRZEGRANA;-100.0
20:00;UCV Moquegua vs Juan Pablo II College;Peru 1;2.15 (1);39.5;29.9;30.5;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;36.0;32.0;44.6;26.9;28.5;1;3:0;WYGRANA;115.0
20:45;Wealdstone vs Boston United;England 5;3.0 (2);39.4;28.6;32.1;1;✅ OBA ZGODNE (1);40.0;36.0;24.0;39.0;29.4;31.6;X;1:1;PRZEGRANA;-100.0
20:45;Chesterfield vs Grimsby Town;England 4;2.62 (2);39.3;32.2;28.5;1;✅ OBA ZGODNE (1);40.0;28.0;32.0;38.8;28.8;32.3;1;2:1;WYGRANA;0.0
20:45;Hereford vs Oxford City;England 6;2.3 (1);39.2;32.2;28.6;1;✅ OBA ZGODNE (1);36.0;28.0;36.0;41.3;29.0;29.7;2;1:2;PRZEGRANA;-100.0
20:45;Huddersfield Town vs Cardiff City;England 3;3.25 (1);31.1;38.8;30.1;2;✅ OBA ZGODNE (2);28.0;28.0;44.0;33.2;31.4;35.3;X;1:1;PRZEGRANA;-100.0
18:00;Augsburg II vs Burghausen;Germany 4;2.7 (1);38.6;31.2;30.2;1;✅ OBA ZGODNE (1);40.0;32.0;28.0;37.7;29.0;33.3;X;0:0;PRZEGRANA;-100.0
19:30;Hapoel Hadera Eran vs Hapoel Kfar Saba;Israel 2;3.0 (1);25.6;36.1;38.3;X;⚠️ RÓŻNICA (KNN:X XGB:2);16.0;52.0;32.0;32.0;29.1;38.9;2;0:3;PRZEGRANA;-100.0
20:45;Airdrieonians vs Dunfermline Athletic;Scotland 2;2.55 (2);35.7;37.9;26.4;2;⚠️ RÓŻNICA (KNN:2 XGB:1);32.0;24.0;44.0;38.2;28.0;33.9;X;2:2;PRZEGRANA;-100.0
22:15;Asociacion Deportiva Tarma vs Alianza Lima;Peru 1;2.25 (2);31.6;37.8;30.6;2;⚠️ RÓŻNICA (KNN:X XGB:2);32.0;36.0;32.0;31.4;26.9;41.6;2;0:1;WYGRANA;125.0
13:00;Arsimi vs Pelister;F.Y.R.O.M. 1;2.45 (2);29.7;37.5;32.9;2;⚠️ RÓŻNICA (KNN:X XGB:2);32.0;36.0;32.0;28.1;30.8;41.1;1;1:0;PRZEGRANA;-100.0
20:45;Queen's Park vs Raith Rovers;Scotland 2;2.8 (1);36.9;30.5;32.6;1;✅ OBA ZGODNE (1);36.0;36.0;28.0;37.5;30.3;32.2;2;0:2;PRZEGRANA;-100.0
20:30;Argentino de Merlo vs Excursionistas;Argentina 3;2.62 (2);36.4;30.2;33.4;1;⚠️ RÓŻNICA (KNN:X XGB:1);36.0;40.0;24.0;36.7;28.9;34.4;X;1:1;PRZEGRANA;-100.0
19:30;SC Kfar Kasem vs Hapoel Ramat Gan;Israel 2;2.62 (2);36.2;31.4;32.4;1;⚠️ RÓŻNICA (KNN:1 XGB:2);44.0;36.0;20.0;31.1;30.0;38.9;2;1:3;PRZEGRANA;-100.0
17:00;Botev Vratsa vs Lokomotiw Sofia;Bulgaria 1;3.0 (1);36.2;34.5;29.3;1;⚠️ RÓŻNICA (KNN:2 XGB:1);28.0;32.0;40.0;41.6;27.5;30.9;1;3:2;WYGRANA;200.0
20:45;Hornchurch vs Chelmsford;England 6;2.75 (2);29.1;35.3;35.6;X;⚠️ RÓŻNICA (KNN:X XGB:1);20.0;40.0;40.0;35.2;32.7;32.1;X;3:3;WYGRANA;0.0
20:45;Port Vale vs Barnsley;England 3;2.45 (2);31.8;33.5;34.7;X;⚠️ RÓŻNICA (KNN:X XGB:1);24.0;44.0;32.0;36.9;28.5;34.5;X;0:0;WYGRANA;0.0
18:00;Koper vs NK Maribor;Slovenia 1;2.5 (1);34.7;33.0;32.4;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;40.0;28.0;36.4;27.3;36.3;1;3:1;WYGRANA;150.0
20:45;Stamford AFC vs Banbury United;England 7;2.8 (2);34.4;34.4;31.2;1;⚠️ RÓŻNICA (KNN:1 XGB:2);36.0;36.0;28.0;33.4;28.0;38.6;1;4:0;WYGRANA;0.0
