Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2
21:15;Cacereno vs Guadalajara;Spain 3;2.15 (1);45.8;32.7;21.6;1;✅ OBA ZGODNE (1);44.0;12.0;44.0;46.9;28.0;25.1
20:00;Amiens vs Montpellier;France 2;2.0 (2);31.6;44.5;23.9;2;⚠️ RÓŻNICA (KNN:1 XGB:2);40.0;20.0;40.0;26.0;26.5;47.5
20:00;FC Emmen vs De Graafschap;Netherlands 2;2.1 (2);27.0;44.2;28.8;2;✅ OBA ZGODNE (2);28.0;28.0;44.0;26.3;29.3;44.4
18:00;Znicz Pruszków vs Górnik Łęczna;Poland 2;3.2 (2);44.1;33.5;22.5;1;⚠️ RÓŻNICA (KNN:1 XGB:2);56.0;16.0;28.0;36.1;26.8;37.1
19:30;Valenciennes vs Dijon;France 3;2.1 (2);29.8;44.1;26.1;2;✅ OBA ZGODNE (2);32.0;28.0;40.0;28.4;24.8;46.8
19:00;Treibach vs Union Gurten;Austria 3;2.3 (2);30.3;43.6;26.1;2;✅ OBA ZGODNE (2);32.0;24.0;44.0;29.2;27.4;43.4
16:00;Al-Dhafra vs Ajman;U.A.E. 1;2.1 (2);25.1;43.4;31.6;2;✅ OBA ZGODNE (2);24.0;36.0;40.0;25.8;28.6;45.6
19:30;Chateauroux vs Fleury Merogis U.S;France 3;2.15 (2);26.8;43.2;30.1;2;✅ OBA ZGODNE (2);16.0;32.0;52.0;33.9;28.8;37.3
20:00;Cambuur vs Vitesse;Netherlands 2;2.9 (2);42.4;38.0;19.6;1;⚠️ RÓŻNICA (KNN:1 XGB:2);52.0;8.0;40.0;36.0;27.4;36.6
19:30;Stade Briochin vs Concarneau;France 3;3.2 (1);35.2;41.6;23.3;2;⚠️ RÓŻNICA (KNN:1 XGB:2);36.0;28.0;36.0;34.6;20.1;45.3
19:00;Express FC vs BUL FC;Uganda 1;2.5 (1);40.8;25.6;33.7;1;✅ OBA ZGODNE (1);44.0;40.0;16.0;38.6;29.4;31.9
11:35;Macarthur FC vs Wellington Phoenix;Australia 1;3.1 (2);40.8;27.8;31.4;1;✅ OBA ZGODNE (1);40.0;36.0;24.0;41.3;28.4;30.3
jutro 00:15;Estudiantes de Rio Cuarto vs Rosario Central;Argentina 1;2.0 (2);35.3;40.1;24.6;2;⚠️ RÓŻNICA (KNN:1 XGB:2);40.0;20.0;40.0;32.2;27.6;40.2
15:00;Posta Rangers vs Bidco United;Kenya 1;2.25 (1);39.7;30.0;30.2;1;✅ OBA ZGODNE (1);40.0;32.0;28.0;39.6;29.0;31.4
20:00;Jong AZ Alkmaar vs Roda JC Kerkrade;Netherlands 2;2.9 (2);39.6;31.4;29.0;1;✅ OBA ZGODNE (1);48.0;24.0;28.0;34.0;32.4;33.6
20:00;Laval vs Rodez;France 2;2.55 (2);38.7;37.4;23.9;1;✅ OBA ZGODNE (1);40.0;20.0;40.0;37.8;26.5;35.7
20:00;FC Dordrecht vs Willem II;Netherlands 2;2.45 (2);33.0;38.1;28.9;2;✅ OBA ZGODNE (2);32.0;28.0;40.0;33.7;29.5;36.8
18:30;Fortuna Duesseldorf vs Dynamo Dresden;Germany 2;2.87 (2);38.1;26.0;35.9;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;48.0;20.0;42.2;27.9;29.9
11:45;Dandenong City vs Dandenong Thunder SC;Australia 2;2.45 (1);38.0;30.1;31.9;1;⚠️ RÓŻNICA (KNN:X XGB:1);32.0;40.0;28.0;42.0;26.5;31.5
20:00;Clermont Foot vs SC Bastia;France 2;2.6 (2);37.6;33.9;28.5;1;⚠️ RÓŻNICA (KNN:1 XGB:2);44.0;28.0;28.0;33.4;28.8;37.9
19:00;Greifswalder SV vs VSG Altglienicke;Germany 4;2.5 (2);32.2;30.2;37.5;X;⚠️ RÓŻNICA (KNN:X XGB:1);28.0;48.0;24.0;35.1;30.5;34.4
16:00;Qizilqum Zarafshon vs Kokand 1912;Uzbekistan 1;2.4 (2);37.0;26.3;36.7;1;⚠️ RÓŻNICA (KNN:X XGB:1);36.0;48.0;16.0;37.7;29.2;33.1
18:10;Al Hazm vs Al Riyadh;Saudi Arabia 1;2.6 (1);33.2;30.1;36.7;X;⚠️ RÓŻNICA (KNN:X XGB:1);28.0;48.0;24.0;36.7;29.2;34.1
21:15;Alverca vs Arouca;Portugal 1;2.3 (1);35.5;33.7;30.8;1;⚠️ RÓŻNICA (KNN:2 XGB:1);32.0;32.0;36.0;37.8;30.0;32.2
21:00;Derry City vs Shamrock Rovers;Ireland 1;2.3 (2);34.6;33.4;32.0;1;⚠️ RÓŻNICA (KNN:X XGB:2);32.0;40.0;28.0;36.3;26.7;36.9
